ID;N_VICTIMAS;FECHA;AAAA;MM;DD;HORA;HH;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;Altura;Cruce;Direcci�n Normalizada;COMUNA;XY (CABA);pos x;pos y;PARTICIPANTES;VICTIMA;ACUSADO
2016-0096;1;25/07/2016;2016;7;25;7:00:00;7;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3;AUTOPISTA;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;8;Point (. .);-5.847.433.193.007.380;-34.66684950051973;MOTO-CARGAS;MOTO;CARGAS
2016-0097;1;26/07/2016;2016;7;26;18:45:00;18;SOLIS Y MEXICO;CALLE;SOLIS;;MEXICO;SOLIS y MEXICO;1;Point (106687.13301820 101510.97040757);-5.839.038.605;-34.61562810;PEATON-AUTO;PEATON;AUTO
2016-0098;1;27/07/2016;2016;7;27;16:08:00;16;AV SAN JUAN Y ALBERTI;AVENIDA;SAN JUAN AV.;;ALBERTI;SAN JUAN AV. y ALBERTI;3;Point (105765.97394356 100631.47718024);-5.840.042.405;-34.62356174;MOTO-CARGAS;MOTO;CARGAS
2016-0099;1;29/07/2016;2016;7;29;16:00:00;16;AV GRAL MOSCONI Y AV GRAL PAZ;GRAL PAZ;MOSCONI GENERAL AV.;;PAZ, GRAL. AV.;MOSCONI GENERAL AV. y PAZ, GRAL. AV.;11;Point (94486.28631712 103468.59928582);-5.852.340.614;-34.59798754;CARGAS-CARGAS;CARGAS;CARGAS
2016-0100;1;3/08/2016;2016;8;3;23:27:00;23;AV GRAL PAZ  Y DONADO;GRAL PAZ;PAZ, GRAL. AV.;;DONADO;PAZ, GRAL. AV. y DONADO;12;Point (97098.48468623 109019.96106626);-5.849.491.054;-34.54795581;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0101;1;7/08/2016;2016;8;7;19:42:00;19;AV GRAL PAZ Y JORGE CHAVEZ;GRAL PAZ;PAZ, GRAL. AV.;;CHAVEZ, JORGE;PAZ, GRAL. AV. y CHAVEZ, JORGE;9;Point (93946.81673714 97681.68907836);-5.852.932.872;-34.65014993;SD-SD;SD;SD
2016-0102;1;10/08/2016;2016;8;10;23:37:00;23;AV EVA PERON Y JOSE LEON SUAREZ;AVENIDA;PERON, EVA AV.;;SUAREZ, JOSE LEON;PERON, EVA AV. y SUAREZ, JOSE LEON;9;Point (96625.80612216 95129.90776954);-5.850.011.639;-34.67316502;MOTO-CARGAS;MOTO;CARGAS
2016-0104;1;14/08/2016;2016;8;14;21:15:00;21;ZINNY Y AV SANTIAGO DE COMPOSTELA;AVENIDA;ZINNY;;SANTIAGO DE COMPOSTELA AV.;ZINNY y SANTIAGO DE COMPOSTELA AV.;9;Point (99720.41444035 97007.69579491);-5.846.635.001;-34.65624369;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0105;1;17/08/2016;2016;8;17;0:05:00;0;AV FEDERICO LACROZE Y FRAGA;AVENIDA;LACROZE, FEDERICO AV.;;FRAGA;LACROZE, FEDERICO AV. y FRAGA;15;Point (100905.28580812 104982.19279501);-5.845.343.236;-34.58435809;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0106;1;19/08/2016;2016;8;19;21:02:00;21;CARLOS PELLEGRINI Y AV DEL LIBERTADOR;AVENIDA;PELLEGRINI, CARLOS;;DEL LIBERTADOR AV.;PELLEGRINI, CARLOS y DEL LIBERTADOR AV.;1;Point (107558.64146875 104433.48706482);-5.838.090.932;-34.58927731;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0107;1;20/08/2016;2016;8;20;8:22:00;8;AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.;4;Point (108408.31858686 97219.56218484);-5.837.157.668;-34.65429986;MOTO-AUTO;MOTO;AUTO
2016-0109;1;24/08/2016;2016;8;24;5:45:00;5;AUTOPISTA PERITO MORENO Y BARRAGAN;AUTOPISTA;AUTOPISTA PERITO MORENO;;BARRAGAN;AUTOPISTA PERITO MORENO y BARRAGAN;9;Point (94544.31344300 99185.28796442);-5.852.280.139;-34.63659934;AUTO-OBJETO FIJO;AUTO;OBJETO FIJO
2016-0110;1;24/08/2016;2016;8;24;20:21:00;20;AV ALBERDI Y CARHUE;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;CARHUE;ALBERDI, JUAN BAUTISTA AV. y CARHUE;9;Point (95506.35959227 96696.89655626);-5.851.232.237;-34.65903530;PEATON-SD;PEATON;SD
2016-0111;1;25/08/2016;2016;8;25;9:30:00;9;AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA;AUTOPISTA;LUGONES;;LA PAMPA;LUGONES y LA PAMPA;15;Point (98961.36262767 105838.76329094);-5.847.461.905;-34.57663634;MOTO-CARGAS;MOTO;CARGAS
2016-0112;1;27/08/2016;2016;8;27;4:40:00;4;AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI;AUTOPISTA;AUTOPISTA 25 DE MAYO;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;1;Point (107392.50226602 100712.59265582);-5.838.268.809;-34.62282019;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0113;1;27/08/2016;2016;8;27;16:45:00;16;AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL;AVENIDA;ALBERDI, JUAN BAUTISTA AV.;;GUARDIA NACIONAL;ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL;9;Point (96998.81124177 98183.20743664);-5.849.603.546;-34.64564271;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0114;1;31/08/2016;2016;8;31;11:20:00;11;SALGUERO 1410;CALLE;SALGUERO, JERONIMO;1410;;SALGUERO, JERONIMO 1410;14;Point (104111.05146856 103917.57944765);-5.841.848.605;-34.59394733;BICICLETA-CARGAS;BICICLETA;CARGAS
2016-0115;1;2/09/2016;2016;9;2;11:50:00;11;ARIAS Y TRONADOR;CALLE;ARIAS;;TRONADOR;ARIAS y TRONADOR;12;Point (97608.87024259 108884.67029908);-5.848.935.041;-34.54917673;SD-CARGAS;SD;CARGAS
2016-0116;1;2/09/2016;2016;9;2;20:20:00;20;AV 27 DE FEBRERO Y AV ESCALADA;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;27 DE FEBRERO AV. y ESCALADA AV.;8;Point (101721.59002217 93844.25656649);-5.844.451.316;-34.68475866;MOTO-AUTO;MOTO;AUTO
2016-0117;1;3/09/2016;2016;9;3;15:30:00;15;AV DEL LIBERTADOR Y TAGLE;AVENIDA;DEL LIBERTADOR AV.;;TAGLE;DEL LIBERTADOR AV. y TAGLE;14;Point (105865.95849347 105162.71037105);-5.839.936.478;-34.58271474;AUTO-AUTO;AUTO;AUTO
2016-0118;1;4/09/2016;2016;9;4;3:30:00;3;AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9;1;Point (107696.68171812 100254.76268710);-5.837.936.704;-34.62694503;AUTO-AUTO;AUTO;AUTO
2016-0119;1;4/09/2016;2016;9;4;6:40:00;6;CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO;AVENIDA;LARRALDE, CRISOLOGO AV.;;TRIUNVIRATO AV.;LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.;12;Point (96944.69676081 107291.52292157);-5.849.659.234;-34.56353635;SD-SD;SD;SD
2016-0122;1;13/09/2016;2016;9;13;7:10:00;7;AV EVA PERON 4233;AVENIDA;PERON, EVA AV.;4233;;PERON, EVA AV. 4233;9;Point (99150.75069529 97484.46650280);-5.847.256.391;-34.65194557;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2016-0123;1;14/09/2016;2016;9;14;9:00:00;9;AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO;AVENIDA;ASAMBLEA AV.;;BONORINO, ESTEBAN, CNEL. AV.;ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.;7;Point (101099.34592952 98750.07827754);-5.845.130.953;-34.64053676;MOTO-AUTO;MOTO;AUTO
2016-0124;1;16/09/2016;2016;9;16;15:24:00;15;AVDA RIVADAVIA Y RIVERA INDARTE;AVENIDA;RIVADAVIA AV.;;RIVERA INDARTE AV.;RIVADAVIA AV. y RIVERA INDARTE AV.;7;Point (100053.89791316 100046.73776995);-5.846.271.207;-34.62884871;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0125;1;17/09/2016;2016;9;17;12:14:00;12;AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI;AUTOPISTA;AUTOPISTA PERITO MORENO;;ALBERDI, JUAN BAUTISTA AV.;AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.;10;Point (97532.91184699 98538.89061454);-5.849.020.869;-34.64243791;MOTO-MOTO;MOTO;MOTO
2016-0126;2;18/09/2016;2016;9;18;22:45:00;22;IRIGOYEN Y TINOGASTA;CALLE;IRIGOYEN;;TINOGASTA;IRIGOYEN y TINOGASTA;10;Point (94275.54271123 100886.87954649);-5.852.572.109;-34.62125906;AUTO-CARGAS;AUTO;CARGAS
2016-0127;1;24/09/2016;2016;9;24;10:25:00;10;AV MARIANO ACOSTA Y AV CNEL ROCA;AVENIDA;ACOSTA, MARIANO;;ROCA, CNEL. AV.;ACOSTA, MARIANO y ROCA, CNEL. AV.;8;Point (102048.72946345 95839.63478990);-5.844.094.791;-34.66677111;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0128;1;2/10/2016;2016;10;2;11:30:00;11;CASTRO Y AV PAVON;AVENIDA;CASTRO;;PAVON AV.;CASTRO y PAVON AV.;5;Point (104049.28528337 99858.37522846);-5.841.914.024;-34.63053890;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0130;1;4/10/2016;2016;10;4;12:30:00;12;AUTOPISTA 9 DE JULIO SUR Y AV BRASIL;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL;1;Point (107720.24059557 100176.85101454);-5.837.910.942;-34.62764717;MOTO-CARGAS;MOTO;CARGAS
2016-0131;1;9/10/2016;2016;10;9;19:13:00;19;MIRAVE 3500;CALLE;MIRAVE;3500;;MIRAVE 3500;4;Point (105921.45515383 98209.53178328);-5.839.871.183;-34.64539318;PEATON-AUTO;PEATON;AUTO
2016-0132;1;10/10/2016;2016;10;10;2:30:00;2;AV SAN JUAN Y 24 DE NOVIEMBRE;AVENIDA;SAN JUAN AV.;;24 DE NOVIEMBRE;SAN JUAN AV. y 24 DE NOVIEMBRE;3;Point (104853.84131654 100497.93573387);-5.841.036.975;-34.62477021;AUTO-PASAJEROS;AUTO;PASAJEROS
2016-0133;1;14/10/2016;2016;10;14;0:05:00;0;AV LAS HERAS Y SANCHEZ DE BUSTAMANTE;AVENIDA;LAS HERAS GENERAL AV.;;SANCHEZ DE BUSTAMANTE;LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE;14;Point (105619.82089682 105083.85914124);-5.840.204.698;-34.58342690;MOTO-AUTO;MOTO;AUTO
2016-0134;1;23/10/2016;2016;10;23;5:00:00;5;AV PIEDRA BUENA Y 2 DE ABRIL 1982;AVENIDA;PIEDRA BUENA AV.;;2 DE ABRIL DE 1982;PIEDRA BUENA AV. y 2 DE ABRIL DE 1982;8;Point (97612.37609226 94761.81268260);-5.848.935.287;-34.67648597;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2016-0135;1;24/10/2016;2016;10;24;5:00:00;5;AV FIGUEROA ALCORTA  Y PINEDO;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;;PINEDO, INT.;FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.;14;Point (103734.76257993 107235.78328415);-5.842.260.225;-34.56403694;PEATON-SD;PEATON;SD
2016-0136;1;25/10/2016;2016;10;25;0:00:00;0;AU BUENOS AIRES - LA PLATA KM. 4;AUTOPISTA;AUTOPISTA BUENOS AIRES - LA PLATA;;;;4;Point (. .);.;.;MOTO-CARGAS;MOTO;CARGAS
2016-0137;1;25/10/2016;2016;10;25;0:39:00;0;AV SAN MARTIN Y LADINES;AVENIDA;SAN MARTIN AV.;;LADINES;SAN MARTIN AV. y LADINES;11;Point (95222.93546397 104315.24453153);-5.851.537.091;-34.59035925;MOTO-MOTO;MOTO;MOTO
2016-0138;1;27/10/2016;2016;10;27;20:30:00;20;AV CABILDO Y BLANCO ENCALADA;AVENIDA;CABILDO AV.;;BLANCO ENCALADA;CABILDO AV. y BLANCO ENCALADA;13;Point (100385.69739031 107770.04028070);-5.845.909.670;-34.55922742;BICICLETA-CARGAS;BICICLETA;CARGAS
2016-0139;1;28/10/2016;2016;10;28;23:00:00;23;AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO;AVENIDA;FIGUEROA ALCORTA, PRES. AV.;;DORREGO AV.;FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.;14;Point (103965.45958231 107084.94812768);-5.842.008.769;-34.56539579;MOTO-MOTO;MOTO;MOTO
2016-0140;1;31/10/2016;2016;10;31;2:58:00;2;AV JURAMENTO Y VUELTA DE OBLIGADO;AVENIDA;JURAMENTO AV.;;VUELTA DE OBLIGADO;JURAMENTO AV. y VUELTA DE OBLIGADO;13;Point (100700.71684791 107520.92282315);-5.845.566.399;-34.56147293;PASAJEROS-PASAJEROS;PASAJEROS;PASAJEROS
2016-0142;1;5/11/2016;2016;11;5;23:30:00;23;AV DEL LIBERTADOR Y AV RAMOS MEJIA;AVENIDA;DEL LIBERTADOR AV.;;RAMOS MEJIA, JOSE MARIA, DR. AV.;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.;1;Point (108069.68986814 104046.20018024);-5.837.533.517;-34.59276462;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0143;1;6/11/2016;2016;11;6;4:41:00;4;AV 27 DE FEBRERO Y AV ESCALADA;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;27 DE FEBRERO AV. y ESCALADA AV.;8;Point (101721.59002217 93844.25656649);-5.844.451.316;-34.68475866;MOTO-SD;MOTO;SD
2016-0144;1;7/11/2016;2016;11;7;12:10:00;12;AV. ALTE. BROWN 984;AVENIDA;BROWN, ALTE. AV.;984;;BROWN, ALTE. AV. 984;4;Point (109494.82838112 99532.69117874);-5.835.975.012;-34.63343907;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0145;1;7/11/2016;2016;11;7;20:56:00;20;AV DEL LIBERTADOR Y LA PAMPA;AVENIDA;DEL LIBERTADOR AV.;;LA PAMPA;DEL LIBERTADOR AV. y LA PAMPA;13;Point (101657.76119068 107735.39237736);-5.844.523.595;-34.55953855;MOTO-AUTO;MOTO;AUTO
2016-0146;1;9/11/2016;2016;11;9;20:00:00;20;PICHINCHA Y AV BRASIL;AVENIDA;PICHINCHA AV.;;BRASIL;PICHINCHA AV. y BRASIL;4;Point (106147.25140863 99876.44981079);-5.839.626.094;-34.63036565;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0147;1;16/11/2016;2016;11;16;21:15:00;21;AV INDEPENDENCIA Y VIRREY CEVALLOS;AVENIDA;INDEPENDENCIA AV.;;CEVALLOS, VIRREY;INDEPENDENCIA AV. y CEVALLOS, VIRREY;1;Point (106817.01972475 101248.18030272);-5.838.896.772;-34.61799615;MOVIL-PASAJEROS;MOVIL;PASAJEROS
2016-0148;1;16/11/2016;2016;11;16;22:20:00;22;AV GARMENDIA 4895;AVENIDA;GARMENDIA AV.;4895;;GARMENDIA AV. 4895;15;Point (99810.88349598 103818.87868694);-5.846.536.113;-34.59484504;MOTO-MOTO;MOTO;MOTO
2016-0150;1;18/11/2016;2016;11;18;18:20:00;18;AV AMANCIO ALCORTA Y DIOGENES TABORDA;AVENIDA;ALCORTA, AMANCIO AV.;;TABORDA, DIOGENES;ALCORTA, AMANCIO AV. y TABORDA, DIOGENES;4;Point (104996.91619776 97395.92929535);-5.840.879.146;-34.65273216;CARGAS-CARGAS;CARGAS;CARGAS
2016-0151;1;18/11/2016;2016;11;18;20:35:00;20;SD;CALLE;;;;;0;Point (. .);.;.;PEATON-SD;PEATON;SD
2016-0152;1;23/11/2016;2016;11;23;21:10:00;21;AV PERITO MORENO Y ZUVIRIA;AVENIDA;MORENO, PERITO AV.;;ZUVIRIA;MORENO, PERITO AV. y ZUVIRIA;7;Point (99888.30162107 97709.27452060);-5.846.451.841;-34.64991946;MOTO-AUTO;MOTO;AUTO
2016-0153;1;25/11/2016;2016;11;25;15:42:00;15;ARAOZ Y AV CORDOBA;AVENIDA;ARAOZ;;CORDOBA AV.;ARAOZ y CORDOBA AV.;15;Point (103130.82393478 103817.27945358);-5.842.917.090;-34.59485488;PEATON-MOTO;PEATON;MOTO
2016-0154;1;26/11/2016;2016;11;26;14:14:00;14;AV GRAL PAZ 15200;GRAL PAZ;PAZ, GRAL. AV.;15200;;PAZ, GRAL. AV. 15200;8;Point (97546.12845734 94093.36420523);-5.849.007.772;-34.68251141;MOTO-MOTO;MOTO;MOTO
2016-0155;1;26/11/2016;2016;11;26;16:50:00;16;MADERO 900;CALLE;MADERO;900;;MADERO 900;10;Point (94107.02905618 100169.73297345);-5.852.756.365;-34.62772274;PEATON-AUTO;PEATON;AUTO
2016-0156;1;26/11/2016;2016;11;26;19:40:00;19;AV INDEPENDENCIA Y DEAN FUNES;AVENIDA;INDEPENDENCIA AV.;;DEAN FUNES;INDEPENDENCIA AV. y DEAN FUNES;3;Point (105219.14271583 101089.92439911);-5.840.638.983;-34.61943202;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0157;1;3/12/2016;2016;12;3;6:40:00;6;AV JUAN B JUSTO 5645;AVENIDA;JUSTO, JUAN B. AV.;5645;;JUSTO, JUAN B. AV. 5645;11;Point (98856.51878317 101315.60184716);-5.847.576.807;-34.61740997;MOTO-MOTO;MOTO;MOTO
2016-0159;1;4/12/2016;2016;12;4;7:21:00;7;AV 27 DE FEBRERO Y AV ESCALADA;AVENIDA;27 DE FEBRERO AV.;;ESCALADA AV.;27 DE FEBRERO AV. y ESCALADA AV.;8;Point (101721.59002217 93844.25656649);-5.844.451.316;-34.68475866;AUTO-SD;AUTO;SD
2016-0160;1;6/12/2016;2016;12;6;5:30:00;5;AUTOPISTA PERITO MORENO ALTURA VELZ;AUTOPISTA;AUTOPISTA PERITO MORENO;;;AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD);9;Point (94867.91408532 99212.26216105);-5.851.927.194;-34.63635787;CARGAS-OBJETO FIJO;CARGAS;OBJETO FIJO
2016-0161;1;6/12/2016;2016;12;6;7:22:00;7;AV SANTA FE Y GODOY CRUZ;AVENIDA;SANTA FE AV.;;GODOY CRUZ;SANTA FE AV. y GODOY CRUZ;14;Point (103490.75904616 105613.31878847);-5.842.525.456;-34.57866344;PEATON-PASAJEROS;PEATON;PASAJEROS
2016-0162;1;7/12/2016;2016;12;7;5:00:00;5;AV FEDERICO LACROZE Y AV FOREST;AVENIDA;LACROZE, FEDERICO AV.;;FOREST AV.;LACROZE, FEDERICO AV. y FOREST AV.;15;Point (100856.34310085 104890.83521057);-5.845.396.573;-34.58518167;PEATON-AUTO;PEATON;AUTO
2016-0163;1;10/12/2016;2016;12;10;7:30:00;7;AV GRAL PAZ Y AV GENERAL MOSCONI;GRAL PAZ;PAZ, GRAL. AV.;;MOSCONI GENERAL AV.;PAZ, GRAL. AV. y MOSCONI GENERAL AV.;11;Point (94486.28631712 103468.59928582);-5.852.340.614;-34.59798754;MOTO-AUTO;MOTO;AUTO
2016-0164;1;11/12/2016;2016;12;11;6:16:00;6;AV LA PLATA Y CNEL GREGORIO POMAR;AVENIDA;LA PLATA AV.;;POMAR, GREGORIO TTE. CNEL.;LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.;4;Point (103673.23003122 98676.84527702);-5.842.323.628;-34.64119105;AUTO-AUTO;AUTO;AUTO
2016-0165;1;12/12/2016;2016;12;12;8:25:00;8;AV MARTIN GARCIA 300;AVENIDA;GARCIA, MARTIN AV.;300;;GARCIA, MARTIN AV. 300;4;Point (108623.21898604 100090.41541188);-5.836.926.144;-34.62841919;BICICLETA-PASAJEROS;BICICLETA;PASAJEROS
2016-0168;1;13/12/2016;2016;12;13;10:40:00;10;AV LA PLATA Y CNEL GREGORIO POMAR;AVENIDA;LA PLATA AV.;;POMAR, GREGORIO TTE. CNEL.;LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.;4;Point (103673.23003122 98676.84527702);-5.842.323.628;-34.64119105;MOTO-AUTO;MOTO;AUTO
2016-0169;1;15/12/2016;2016;12;15;15:30:00;15;NU�EZ Y AV RICARDO BALBIN;AVENIDA;NU?EZ;;BALBIN, RICARDO, DR. AV.;NUÑEZ y BALBIN, RICARDO, DR. AV.;12;Point (98526.50846677 108043.08552265);-5.847.935.434;-34.55676497;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0170;1;19/12/2016;2016;12;19;17:10:00;17;AV GRAL PAZ 4500;GRAL PAZ;PAZ, GRAL. AV.;4500;;PAZ, GRAL. AV. 4500;12;Point (96082.96647324 107261.96873833);-5.850.598.256;-34.56379980;MOTO-AUTO;MOTO;AUTO
2016-0171;1;25/12/2016;2016;12;25;19:00:00;19;AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO;AUTOPISTA;HUERGO, ING. AV.;;AUTOPISTA 25 DE MAYO;HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO;1;Point (108916.48040002 100856.88142642);-5.836.607.137;-34.62150748;MOTO-MOTO;MOTO;MOTO
2016-0172;1;26/12/2016;2016;12;26;8:00:00;8;AV GARAY Y CASTRO;AVENIDA;GARAY, JUAN DE AV.;;CASTRO;GARAY, JUAN DE AV. y CASTRO;5;Point (104044.75501725 99724.84699960);-5.841.918.902;-34.63174259;MOTO-CARGAS;MOTO;CARGAS
2016-0173;1;26/12/2016;2016;12;26;19:52:00;19;AV DIRECTORIO Y AV SAN PEDRITO;AVENIDA;DIRECTORIO AV.;;SAN PEDRITO AV.;DIRECTORIO AV. y SAN PEDRITO AV.;7;Point (99615.63172945 99306.93173343);-5.846.749.188;-34.63551751;MOTO-CARGAS;MOTO;CARGAS
2016-0174;1;27/12/2016;2016;12;27;0:00:00;0;AUTOPISTA 25 DE MAYO;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;AUTOPISTA 25 DE MAYO;0;Point (. .);.;.;SD-SD;SD;SD
2016-0175;1;27/12/2016;2016;12;27;8:15:00;8;CNEL RAMON L FALCON Y MEMBRILLAR;CALLE;FALCON, RAMON L.,CNEL.;;MEMBRILLAR;FALCON, RAMON L.,CNEL. y MEMBRILLAR;7;Point (100243.74197213 99962.81893983);-5.846.064.174;-34.62960517;PEATON-BICICLETA;PEATON;BICICLETA
2016-0176;1;28/12/2016;2016;12;28;1:41:00;1;AV BELGRANO Y AV PASEO COLON;AVENIDA;BELGRANO AV.;;PASEO COLON AV.;BELGRANO AV. y PASEO COLON AV.;1;Point (108597.31948169 101875.41306445);-5.836.956.186;-34.61232875;MOTO-PASAJEROS;MOTO;PASAJEROS
2016-0177;1;29/12/2016;2016;12;29;4:00:00;4;ARENALES 3319;CALLE;ARENALES;3319;;ARENALES 3319;14;Point (104920.46334566 104589.99681258);-5.840.966.671;-34.58788235;PEATON-AUTO;PEATON;AUTO
2016-0178;1;30/12/2016;2016;12;30;16:18:00;16;REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA;CALLE;REPUBLICA BOLIVARIANA DE VENEZUELA;;SAAVEDRA;REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA;3;Point (105541.07964363 101532.48653010);-5.840.288.226;-34.61544091;MULTIPLE;PEATON;MULTIPLE
2017-0001;1;2/01/2017;2017;1;2;1:00:00;1;AV. JUAN B JUSTO Y ACHUPALLAS;AVENIDA;JUSTO, JUAN B. AV.;;ACHUPALLAS;JUSTO, JUAN B. AV. y ACHUPALLAS;11;Point (99757.62471161 102105.99371863);-5.846.594.230;-34.61028571;MOTO-CARGAS;MOTO;CARGAS
2017-0003;1;5/01/2017;2017;1;5;3:10:00;3;OLAVARRIA Y AV. VELEZ SARSFIELD;AVENIDA;OLAVARRIA;;VELEZ SARSFIELD AV.;OLAVARRIA y VELEZ SARSFIELD AV.;4;Point (106759.07058844 98352.11326541);-5.838.957.669;-34.64410277;CARGAS-CARGAS;CARGAS;CARGAS
2017-0007;1;11/01/2017;2017;1;11;17:00:00;17;LIMA Y MEXICO;CALLE;LIMA;;MEXICO;LIMA y MEXICO;1;Point (107491.43483173 101547.26343171);-5.838.161.660;-34.61529543;MULTIPLE;PEATON;MULTIPLE
2017-0008;1;16/01/2017;2017;1;16;0:40:00;0;JOSE A CABRERA Y BONPLAND;CALLE;CABRERA, JOSE A.;;BONPLAND;CABRERA, JOSE A. y BONPLAND;14;Point (102213.80136590 104917.03799721);-5.843.917.004;-34.58494351;MOTO-PASAJEROS;MOTO;PASAJEROS
2017-0009;1;16/01/2017;2017;1;16;13:56:00;13;AU 25 DE MAYO Y AV. BOEDO;AUTOPISTA;AUTOPISTA 25 DE MAYO;;;AUTOPISTA 25 DE MAYO y BOEDO AV.;5;Point (104341.1368196 100202.74363294);-5.841.595.919;-34.62743346;MOTO-CARGAS;MOTO;CARGAS
2017-0010;1;16/01/2017;2017;1;16;16:30:00;16;AV. DIRECTORIO Y RIGLOS;AVENIDA;DIRECTORIO AV.;;RIGLOS;DIRECTORIO AV. y RIGLOS;6;Point (102535.57417570 100108.76675064);-5.843.564.880;-34.62828656;MOTO-AUTO;MOTO;AUTO
2017-0011;1;22/01/2017;2017;1;22;2:30:00;2;AV. GRAL. PAZ Y AV. R. BALBIN;GRAL PAZ;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12;Point (96563.66494817 108815.73881056);-5.850.073.810;-34.54979510;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO
2017-0012;1;24/01/2017;2017;1;24;14:00:00;14;TRAFUL Y DIOGENES TABORDA;CALLE;TRAFUL;;TABORDA, DIOGENES;TRAFUL y TABORDA, DIOGENES;4;Point (104914.66823035 97637.72796868);-5.840.969.005;-34.65055290;MOTO-CARGAS;MOTO;CARGAS
2017-0013;1;27/01/2017;2017;1;27;7:00:00;7;IRIARTE 3055;AVENIDA;IRIARTE, GRAL. AV.;3055;;IRIARTE, GRAL. AV. 3055;4;Point (106744.80812193 97588.11558612);-5.838.972.622;-34.65098981;PEATON-CARGAS;PEATON;CARGAS
2017-0014;1;28/01/2017;2017;1;28;8:27:34;8;AV. DONADO Y ARIAS;AVENIDA;DONADO;;ARIAS;DONADO y ARIAS;12;Point (97378.59173196 108741.41437861);-5.849.185.972;-34.55046754;MULTIPLE;MOTO;MULTIPLE
2017-0015;1;2/02/2017;2017;2;2;15:18:03;15;CORDOBA AV. Y CALLAO;AVENIDA;CORDOBA AV.;;CALLAO AV.;CORDOBA AV. y CALLAO AV.;2;Point (106454.66355436 103285.14730222);-5.839.293.417;-34.59963642;PEATON-AUTO;PEATON;AUTO
